
946212115;GSM04792455410;CHRGXT;;716;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04792438899;CHRGXT;;626;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04741460526;CHRGXT;;598;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04748231020;CHRGXT;;662;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04791837808;CHRGXT;;581;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04791141121;CHRGXT;;529;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04799094795;CHRGXT;;559;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04741487767;CHRGXT;;572;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04795290513;CHRGXT;;1133;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04795292562;CHRGXT;;1324;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04792837588;CHRGXT;;835;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04792868858;CHRGXT;;746;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04799497131;CHRGXT;;657;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04790716277;CHRGXT;;608;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04746258976;CHRGXT;;797;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04748184161;CHRGXT;;721;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04791132521;CHRGXT;;657;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04797600994;CHRGXT;;1008;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04792266585;CHRGXT;;549;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04746783826;CHRGXT;;963;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04748019756;CHRGXT;;556;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04792041040;CHRGXT;;616;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04741557806;CHRGXT;;738;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04795763634;CHRGXT;;797;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04745830344;CHRGXT;;0;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04790410210;CHRGXT;;889;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04795292565;CHRGXT;;948;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04793413234;CHRGXT;;789;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04797007366;CHRGXT;;739;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04793205725;CHRGXT;;790;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04792653085;CHRGXT;;722;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04792626093;CHRGXT;;902;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04798067227;CHRGXT;;692;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04791361172;CHRGXT;;828;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04745292295;CHRGXT;;679;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04797959380;CHRGXT;;377;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
946212115;GSM04747270553;CHRGXT;;664;Brudd på oppsigelsestid;Brudd på oppsigelsestid – ved evt spm kontakt Akå Gilvaie;;WAITING;;;;akre00_30.07.20;1;akre00
