;;04793091736;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.02;;;;;CSK.30.01.06;;CSK;
;;04793090739;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.03;;;;;CSK.30.01.06;;CSK;
;;04793090783;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.04;;;;;CSK.30.01.06;;CSK;
;;04793090839;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.12;;;;;CSK.30.01.06;;CSK;
;;04793091856;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.16;;;;;CSK.30.01.06;;CSK;
;;04792053908;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.17;;;;;CSK.30.01.06;;CSK;
;;04793090035;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.19;;;;;CSK.30.01.06;;CSK;
;;04793091847;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.25;;;;;CSK.30.01.06;;CSK;
;;04793090029;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.3;;;;;CSK.30.01.06;;CSK;
;;04793888600;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.36;;;;;CSK.30.01.06;;CSK;
;;04792698260;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.38;;;;;CSK.30.01.06;;CSK;
;;04798211660;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.38;;;;;CSK.30.01.06;;CSK;
;;04792698260;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.38;;;;;CSK.30.01.06;;CSK;
;;04793465954;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.52;;;;;CSK.30.01.06;;CSK;
;;04793090798;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.58;;;;;CSK.30.01.06;;CSK;
;;04793091722;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.59;;;;;CSK.30.01.06;;CSK;
;;04795238352;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.59;;;;;CSK.30.01.06;;CSK
;;04792691382;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.66;;;;;CSK.30.01.06;;CSK
;;04793641517;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.68;;;;;CSK.30.01.06;;CSK
;;04793011857;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.7;;;;;CSK.30.01.06;;CSK
;;04792858775;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.74;;;;;CSK.30.01.06;;CSK
;;04793090877;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.76;;;;;CSK.30.01.06;;CSK
;;04793013513;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.84;;;;;CSK.30.01.06;;CSK
;;04792698256;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.9;;;;;CSK.30.01.06;;CSK
;;04793090833;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;0.99;;;;;CSK.30.01.06;;CSK
;;04793090718;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1;;;;;CSK.30.01.06;;CSK
;;04792232960;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.03;;;;;CSK.30.01.06;;CSK
;;04798211674;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.05;;;;;CSK.30.01.06;;CSK
;;04793092635;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.08;;;;;CSK.30.01.06;;CSK
;;04793092635;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.08;;;;;CSK.30.01.06;;CSK
;;04793482506;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.08;;;;;CSK.30.01.06;;CSK
;;04793090777;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.11;;;;;CSK.30.01.06;;CSK
;;04793090763;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.22;;;;;CSK.30.01.06;;CSK
;;04793091872;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.29;;;;;CSK.30.01.06;;CSK
;;04798252003;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.32;;;;;CSK.30.01.06;;CSK
;;04793091831;KORFAK;Justert for bedriftsinterne samtaler, periode juni-des' 05;Bedriftsinterne samtaler;1.35;;;;;CSK.30.01.06;;CSK
