;;04740069487;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;24.99;;;;;CSK.09.01.06;;CSK;
;;04740083377;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;97.3;;;;;CSK.09.01.06;;CSK;
;;04740201035;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;14.1;;;;;CSK.09.01.06;;CSK;
;;04740234675;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;323.12;;;;;CSK.09.01.06;;CSK;
;;04740238852;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;2.92;;;;;CSK.09.01.06;;CSK;
;;04740284080;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;44.38;;;;;CSK.09.01.06;;CSK;
;;04740400113;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;24.38;;;;;CSK.09.01.06;;CSK;
;;04740400949;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;344.33;;;;;CSK.09.01.06;;CSK;
;;04740408214;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;19.08;;;;;CSK.09.01.06;;CSK;
;;04740408215;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;40.1;;;;;CSK.09.01.06;;CSK;
;;04740472295;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;8.62;;;;;CSK.09.01.06;;CSK;
;;04740826642;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;9.52;;;;;CSK.09.01.06;;CSK;
;;04740833500;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;37.07;;;;;CSK.09.01.06;;CSK;
;;04740848616;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;128.67;;;;;CSK.09.01.06;;CSK;
;;04740848618;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;5.7;;;;;CSK.09.01.06;;CSK;
;;04740856749;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;136.34;;;;;CSK.09.01.06;;CSK;
;;04740856793;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;0.06;;;;;CSK.09.01.06;;CSK
;;04740863145;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;65.4;;;;;CSK.09.01.06;;CSK
;;04740878510;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;2.89;;;;;CSK.09.01.06;;CSK
;;04741105616;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;736.17;;;;;CSK.09.01.06;;CSK
;;04741122745;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;25.5;;;;;CSK.09.01.06;;CSK
;;04741204604;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;96.22;;;;;CSK.09.01.06;;CSK
;;04741226144;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;64.79;;;;;CSK.09.01.06;;CSK
;;04741235556;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;65.64;;;;;CSK.09.01.06;;CSK
;;04741237262;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;25.63;;;;;CSK.09.01.06;;CSK
;;04741237272;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;0.07;;;;;CSK.09.01.06;;CSK
;;04741306161;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;62.83;;;;;CSK.09.01.06;;CSK
;;04741306185;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;11.13;;;;;CSK.09.01.06;;CSK
;;04741306262;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;23.9;;;;;CSK.09.01.06;;CSK
;;04741312037;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;1.79;;;;;CSK.09.01.06;;CSK
;;04741323632;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;15.32;;;;;CSK.09.01.06;;CSK
;;04741328511;KORFAK;Justert for bedriftsinterne samtaler. periode juni-des' 05;Bedriftsinterne samtaler;0.19;;;;;CSK.09.01.06;;CSK
