104700216;M;331414417;2018.12.05
137207312;M;331414417;2018.12.05
152384012;M;331414417;2018.12.05
180557704;M;331414417;2018.12.05
181211012;M;331414417;2018.12.05
183923416;M;331414417;2018.12.05
208940601;M;331414417;2018.12.05
215860115;M;331414417;2018.12.05
230935702;M;331414417;2018.12.05
260304415;M;331414417;2018.12.05
266295013;M;331414417;2018.12.05
295121115;M;331414417;2018.12.05
297940603;M;331414417;2018.12.05
310825906;M;331414417;2018.12.05
319671111;M;331414417;2018.12.05
338233018;M;331414417;2018.12.05
365782606;M;331414417;2018.12.05
367828019;M;331414417;2018.12.05
372860114;M;331414417;2018.12.05
389165903;M;331414417;2018.12.05
411834211;M;331414417;2018.12.05
419763313;M;331414417;2018.12.05
440399905;M;331414417;2018.12.05
447199209;M;331414417;2018.12.05
483923413;M;331414417;2018.12.05
517935300;M;331414417;2018.12.05
523913804;M;331414417;2018.12.05
531943413;M;331414417;2018.12.05
542229208;M;331414417;2018.12.05
551229206;M;331414417;2018.12.05
579550112;M;331414417;2018.12.05
580229201;M;331414417;2018.12.05
627599012;M;331414417;2018.12.05
631229200;M;331414417;2018.12.05
648819209;M;331414417;2018.12.05
654293018;M;331414417;2018.12.05
654368315;M;331414417;2018.12.05
655683019;M;331414417;2018.12.05
668789019;M;331414417;2018.12.05
670987205;M;331414417;2018.12.05
703684019;M;331414417;2018.12.05
711092411;M;331414417;2018.12.05
711229203;M;331414417;2018.12.05
743203416;M;331414417;2018.12.05
759550114;M;331414417;2018.12.05
762433019;M;331414417;2018.12.05
767059207;M;331414417;2018.12.05
776140014;M;331414417;2018.12.05
780513115;M;331414417;2018.12.05
832387203;M;331414417;2018.12.05
843175704;M;331414417;2018.12.05
847396314;M;331414417;2018.12.05
874293012;M;331414417;2018.12.05
881731012;M;331414417;2018.12.05
884652306;M;331414417;2018.12.05
887599017;M;331414417;2018.12.05
911273407;M;331414417;2018.12.05
912398112;M;331414417;2018.12.05
926791310;M;331414417;2018.12.05
965574908;M;331414417;2018.12.05
974441214;M;331414417;2018.12.05
974853111;M;331414417;2018.12.05
997437116;M;331414417;2018.12.05
100318500;M;135893709;2018.12.05
102113214;M;135893709;2018.12.05
102225901;M;135893709;2018.12.05
102392412;M;135893709;2018.12.05
102487212;M;135893709;2018.12.05
102656311;M;135893709;2018.12.05
102871316;M;135893709;2018.12.05
103425906;M;135893709;2018.12.05
103564316;M;135893709;2018.12.05
103652301;M;135893709;2018.12.05
103677217;M;135893709;2018.12.05
103876314;M;135893709;2018.12.05
104113212;M;135893709;2018.12.05
105113211;M;135893709;2018.12.05
105531412;M;135893709;2018.12.05
105694012;M;135893709;2018.12.05
105797310;M;135893709;2018.12.05
106764012;M;135893709;2018.12.05
106803117;M;135893709;2018.12.05
107904302;M;135893709;2018.12.05
108671900;M;135893709;2018.12.05
109334011;M;135893709;2018.12.05
110166303;M;135893709;2018.12.05
110273414;M;135893709;2018.12.05
110328507;M;135893709;2018.12.05
110799210;M;135893709;2018.12.05
111366316;M;135893709;2018.12.05
111585212;M;135893709;2018.12.05
111773412;M;135893709;2018.12.05
111982419;M;135893709;2018.12.05
112113212;M;135893709;2018.12.05
113802417;M;135893709;2018.12.05
114113210;M;135893709;2018.12.05
114694011;M;135893709;2018.12.05
114696313;M;135893709;2018.12.05
115063117;M;135893709;2018.12.05
115113219;M;135893709;2018.12.05
115198319;M;135893709;2018.12.05
115261117;M;135893709;2018.12.05
115602310;M;135893709;2018.12.05
115652307;M;135893709;2018.12.05
115873317;M;135893709;2018.12.05
116495904;M;135893709;2018.12.05
116509118;M;135893709;2018.12.05
116791112;M;135893709;2018.12.05
117204016;M;135893709;2018.12.05
117595900;M;135893709;2018.12.05
117709311;M;135893709;2018.12.05
117782110;M;135893709;2018.12.05
117820217;M;135893709;2018.12.05
118552306;M;135893709;2018.12.05
119437119;M;135893709;2018.12.05
119444602;M;135893709;2018.12.05
119789014;M;135893709;2018.12.05
119791317;M;135893709;2018.12.05
120331111;M;135893709;2018.12.05
120652300;M;135893709;2018.12.05
120982418;M;135893709;2018.12.05
121238315;M;135893709;2018.12.05
121402010;M;135893709;2018.12.05
122652308;M;135893709;2018.12.05
122796014;M;135893709;2018.12.05
122816119;M;135893709;2018.12.05
123074312;M;135893709;2018.12.05
123945909;M;135893709;2018.12.05
124088212;M;135893709;2018.12.05
124113218;M;135893709;2018.12.05
124652306;M;135893709;2018.12.05
124751413;M;135893709;2018.12.05
124871419;M;135893709;2018.12.05
126064310;M;135893709;2018.12.05
126442318;M;135893709;2018.12.05
126636315;M;135893709;2018.12.05
126662410;M;135893709;2018.12.05
126730605;M;135893709;2018.12.05
126782218;M;135893709;2018.12.05
126942606;M;135893709;2018.12.05
127396505;M;135893709;2018.12.05
127636314;M;135893709;2018.12.05
127692218;M;135893709;2018.12.05
128238318;M;135893709;2018.12.05
128358314;M;135893709;2018.12.05
128392214;M;135893709;2018.12.05
128940608;M;135893709;2018.12.05
128982410;M;135893709;2018.12.05
129552303;M;135893709;2018.12.05
129669503;M;135893709;2018.12.05
129995601;M;135893709;2018.12.05
131135709;M;135893709;2018.12.05
131340010;M;135893709;2018.12.05
131376212;M;135893709;2018.12.05
131427114;M;135893709;2018.12.05
131427601;M;135893709;2018.12.05
131592412;M;135893709;2018.12.05
131865800;M;135893709;2018.12.05
132229204;M;135893709;2018.12.05
132584111;M;135893709;2018.12.05
132820903;M;135893709;2018.12.05
132971904;M;135893709;2018.12.05
133113217;M;135893709;2018.12.05
133255216;M;135893709;2018.12.05
133312314;M;135893709;2018.12.05
133358606;M;135893709;2018.12.05
134113216;M;135893709;2018.12.05
134270909;M;135893709;2018.12.05
134657501;M;135893709;2018.12.05
136077211;M;135893709;2018.12.05
136609310;M;135893709;2018.12.05
136690013;M;135893709;2018.12.05
137141214;M;135893709;2018.12.05
137492112;M;135893709;2018.12.05
137919312;M;135893709;2018.12.05
137981312;M;135893709;2018.12.05
138269402;M;135893709;2018.12.05
138358312;M;135893709;2018.12.05
138487111;M;135893709;2018.12.05
138571906;M;135893709;2018.12.05
139871909;M;135893709;2018.12.05
140219205;M;135893709;2018.12.05
140652306;M;135893709;2018.12.05
141089318;M;135893709;2018.12.05
141302901;M;135893709;2018.12.05
141309112;M;135893709;2018.12.05
141568709;M;135893709;2018.12.05
141822213;M;135893709;2018.12.05
142081900;M;135893709;2018.12.05
142113216;M;135893709;2018.12.05
142204908;M;135893709;2018.12.05
143362119;M;135893709;2018.12.05
143553113;M;135893709;2018.12.05
143640019;M;135893709;2018.12.05
143729119;M;135893709;2018.12.05
144113214;M;135893709;2018.12.05
144246311;M;135893709;2018.12.05
144367406;M;135893709;2018.12.05
144395019;M;135893709;2018.12.05
144587607;M;135893709;2018.12.05
144896313;M;135893709;2018.12.05
145151213;M;135893709;2018.12.05
145292413;M;135893709;2018.12.05
145416319;M;135893709;2018.12.05
145746319;M;135893709;2018.12.05
146898507;M;135893709;2018.12.05
147738314;M;135893709;2018.12.05
148186604;M;135893709;2018.12.05
148358310;M;135893709;2018.12.05
148552300;M;135893709;2018.12.05
149051310;M;135893709;2018.12.05
149121113;M;135893709;2018.12.05
149238313;M;135893709;2018.12.05
149593410;M;135893709;2018.12.05
149674905;M;135893709;2018.12.05
149948218;M;135893709;2018.12.05
150260313;M;135893709;2018.12.05
151639705;M;135893709;2018.12.05
151760311;M;135893709;2018.12.05
151882115;M;135893709;2018.12.05
152113213;M;135893709;2018.12.05
152214318;M;135893709;2018.12.05
153207311;M;135893709;2018.12.05
154070312;M;135893709;2018.12.05
154113211;M;135893709;2018.12.05
154609317;M;135893709;2018.12.05
154992416;M;135893709;2018.12.05
155201601;M;135893709;2018.12.05
155392319;M;135893709;2018.12.05
155476112;M;135893709;2018.12.05
155563414;M;135893709;2018.12.05
155652308;M;135893709;2018.12.05
155682412;M;135893709;2018.12.05
155726318;M;135893709;2018.12.05
156108318;M;135893709;2018.12.05
156277212;M;135893709;2018.12.05
156338311;M;135893709;2018.12.05
157106014;M;135893709;2018.12.05
