GSM04798240293,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798240294,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482116,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482136,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482138,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482139,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482149,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482152,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482153,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482156,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482165,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792482164,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294723,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294725,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294726,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294728,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294729,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294730,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294731,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04798294732,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792436378,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792440756,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792448356,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792449851,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792452482,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792453196,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792453218,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792842526,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792443510,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792443512,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792446193,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792446317,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792449038,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792449162,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792453329,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792454182,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792455063,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792456026,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792416356,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792421329,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792421356,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792425439,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793287241,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793287240,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793287238,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793287231,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793287226,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793287225,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793287224,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793286945,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793461083,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793460639,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793461135,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793460574,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792429217,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792430692,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792435604,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792427315,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792421506,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792483192,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792481615,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792424958,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792634072,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792630858,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792630559,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792628053,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792623017,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792619915,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04792619718,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215482,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215475,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215450,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215402,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215397,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215367,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215353,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215319,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793215314,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793097339,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793096470,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793090497,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793089874,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793085995,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793083193,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793082131,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793081904,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
GSM04793080025,PTMC,000000000,,K,,KSSK,70,KON2,Endring,Y,ckh
