GSM04792421179,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792421264,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792421355,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792422731,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792422845,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792422874,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792423552,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792425436,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792433469,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792435213,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792439497,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792440259,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792441191,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792446783,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792448316,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792448541,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792449263,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792450769,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792481631,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792481636,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792657174,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792658602,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792659717,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792666485,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792666566,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792669103,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680583,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680742,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680743,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680745,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680778,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680784,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680794,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680796,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680802,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680819,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680821,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680827,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680829,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680843,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680856,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680857,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680863,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680874,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680875,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792680876,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792681054,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792681066,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792685682,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
GSM04792688616,PTMC,000000000,,K,,KSSK,70,KON2,ENDRING,Y,CKH
