814869210;M;367395217;26.5.16.05
914869219;M;367395217;26.5.16.05
124869215;M;367395217;26.5.16.05
224869214;M;367395217;26.5.16.05
324869213;M;367395217;26.5.16.05
424869212;M;367395217;26.5.16.05
524869211;M;367395217;26.5.16.05
624869210;M;367395217;26.5.16.05
724869219;M;367395217;26.5.16.05
824869218;M;367395217;26.5.16.05
924869217;M;367395217;26.5.16.05
134869213;M;367395217;26.5.16.05
234869212;M;367395217;26.5.16.05
334869211;M;367395217;26.5.16.05
434869210;M;367395217;26.5.16.05
534869219;M;367395217;26.5.16.05
634869218;M;367395217;26.5.16.05
734869217;M;367395217;26.5.16.05
834869216;M;367395217;26.5.16.05
934869215;M;367395217;26.5.16.05
144869211;M;367395217;26.5.16.05
244869210;M;367395217;26.5.16.05
344869219;M;367395217;26.5.16.05
444869218;M;367395217;26.5.16.05
544869217;M;367395217;26.5.16.05
644869216;M;367395217;26.5.16.05
744869215;M;367395217;26.5.16.05
844869214;M;367395217;26.5.16.05
944869213;M;367395217;26.5.16.05
154869218;M;367395217;26.5.16.05
254869217;M;367395217;26.5.16.05
354869216;M;367395217;26.5.16.05
454869215;M;367395217;26.5.16.05
554869214;M;367395217;26.5.16.05
654869213;M;367395217;26.5.16.05
754869212;M;367395217;26.5.16.05
854869211;M;367395217;26.5.16.05
954869210;M;367395217;26.5.16.05
164869216;M;367395217;26.5.16.05
264869215;M;367395217;26.5.16.05
364869214;M;367395217;26.5.16.05
464869213;M;367395217;26.5.16.05
564869212;M;367395217;26.5.16.05
664869211;M;367395217;26.5.16.05
764869210;M;367395217;26.5.16.05
864869219;M;367395217;26.5.16.05
964869218;M;367395217;26.5.16.05
174869214;M;367395217;26.5.16.05
274869213;M;367395217;26.5.16.05
374869212;M;367395217;26.5.16.05
474869211;M;367395217;26.5.16.05
574869210;M;367395217;26.5.16.05
674869219;M;367395217;26.5.16.05
774869218;M;367395217;26.5.16.05
874869217;M;367395217;26.5.16.05
974869216;M;367395217;26.5.16.05
184869212;M;367395217;26.5.16.05
284869211;M;367395217;26.5.16.05
384869210;M;367395217;26.5.16.05
484869219;M;367395217;26.5.16.05
584869218;M;367395217;26.5.16.05
684869217;M;367395217;26.5.16.05
784869216;M;367395217;26.5.16.05
884869215;M;367395217;26.5.16.05
984869214;M;367395217;26.5.16.05
194869210;M;367395217;26.5.16.05
294869219;M;367395217;26.5.16.05
394869218;M;367395217;26.5.16.05
494869217;M;367395217;26.5.16.05
594869216;M;367395217;26.5.16.05
694869215;M;367395217;26.5.16.05
794869214;M;367395217;26.5.16.05
894869213;M;367395217;26.5.16.05
994869212;M;367395217;26.5.16.05
105869218;M;367395217;26.5.16.05
205869217;M;367395217;26.5.16.05
305869216;M;367395217;26.5.16.05
405869215;M;367395217;26.5.16.05
