102609906;M;495183410;2018.10.26
103314316;M;495183410;2018.10.26
104126800;M;495183410;2018.10.26
108095118;M;495183410;2018.10.26
108522210;M;495183410;2018.10.26
109038406;M;495183410;2018.10.26
109200600;M;495183410;2018.10.26
113248405;M;495183410;2018.10.26
115243115;M;495183410;2018.10.26
117271403;M;495183410;2018.10.26
117657502;M;495183410;2018.10.26
117763318;M;495183410;2018.10.26
117914119;M;495183410;2018.10.26
119373116;M;495183410;2018.10.26
121412019;M;495183410;2018.10.26
121996318;M;495183410;2018.10.26
122290117;M;495183410;2018.10.26
123547218;M;495183410;2018.10.26
124980301;M;495183410;2018.10.26
127782415;M;495183410;2018.10.26
128173416;M;495183410;2018.10.26
129188017;M;495183410;2018.10.26
129660601;M;495183410;2018.10.26
132813114;M;495183410;2018.10.26
133510016;M;495183410;2018.10.26
133987206;M;495183410;2018.10.26
133998310;M;495183410;2018.10.26
134308113;M;495183410;2018.10.26
135002319;M;495183410;2018.10.26
139326011;M;495183410;2018.10.26
139774905;M;495183410;2018.10.26
140584319;M;495183410;2018.10.26
141153502;M;495183410;2018.10.26
141820118;M;495183410;2018.10.26
142763119;M;495183410;2018.10.26
142868215;M;495183410;2018.10.26
144862117;M;495183410;2018.10.26
147591119;M;495183410;2018.10.26
147640015;M;495183410;2018.10.26
147675219;M;495183410;2018.10.26
151252301;M;495183410;2018.10.26
151633419;M;495183410;2018.10.26
151991114;M;495183410;2018.10.26
156560310;M;495183410;2018.10.26
158948406;M;495183410;2018.10.26
159375310;M;495183410;2018.10.26
162809313;M;495183410;2018.10.26
164759219;M;495183410;2018.10.26
165395310;M;495183410;2018.10.26
167149400;M;495183410;2018.10.26
168391118;M;495183410;2018.10.26
168438315;M;495183410;2018.10.26
171583115;M;495183410;2018.10.26
175252303;M;495183410;2018.10.26
176506319;M;495183410;2018.10.26
176916401;M;495183410;2018.10.26
178075313;M;495183410;2018.10.26
179395116;M;495183410;2018.10.26
181226317;M;495183410;2018.10.26
184455608;M;495183410;2018.10.26
185912904;M;495183410;2018.10.26
190649210;M;495183410;2018.10.26
190774802;M;495183410;2018.10.26
191641117;M;495183410;2018.10.26
191767219;M;495183410;2018.10.26
193457603;M;495183410;2018.10.26
196009609;M;495183410;2018.10.26
196230213;M;495183410;2018.10.26
196267306;M;495183410;2018.10.26
196276117;M;495183410;2018.10.26
196293013;M;495183410;2018.10.26
196909311;M;495183410;2018.10.26
198068017;M;495183410;2018.10.26
198220410;M;495183410;2018.10.26
198278400;M;495183410;2018.10.26
198322117;M;495183410;2018.10.26
198356313;M;495183410;2018.10.26
201947215;M;495183410;2018.10.26
202015210;M;495183410;2018.10.26
202252300;M;495183410;2018.10.26
202274502;M;495183410;2018.10.26
205900210;M;495183410;2018.10.26
206682411;M;495183410;2018.10.26
207230210;M;495183410;2018.10.26
209026319;M;495183410;2018.10.26
209038405;M;495183410;2018.10.26
211412010;M;495183410;2018.10.26
211422118;M;495183410;2018.10.26
212637409;M;495183410;2018.10.26
214613416;M;495183410;2018.10.26
221252307;M;495183410;2018.10.26
221937014;M;495183410;2018.10.26
225152305;M;495183410;2018.10.26
229250113;M;495183410;2018.10.26
232423905;M;495183410;2018.10.26
237584313;M;495183410;2018.10.26
241252303;M;495183410;2018.10.26
241456318;M;495183410;2018.10.26
243210218;M;495183410;2018.10.26
245571708;M;495183410;2018.10.26
247124803;M;495183410;2018.10.26
247202013;M;495183410;2018.10.26
248734014;M;495183410;2018.10.26
253227219;M;495183410;2018.10.26
253280119;M;495183410;2018.10.26
257194316;M;495183410;2018.10.26
257472217;M;495183410;2018.10.26
257478206;M;495183410;2018.10.26
257617217;M;495183410;2018.10.26
258128313;M;495183410;2018.10.26
258948405;M;495183410;2018.10.26
259912012;M;495183410;2018.10.26
260886312;M;495183410;2018.10.26
269192217;M;495183410;2018.10.26
271092215;M;495183410;2018.10.26
274138312;M;495183410;2018.10.26
276230216;M;495183410;2018.10.26
277916409;M;495183410;2018.10.26
282527217;M;495183410;2018.10.26
282691112;M;495183410;2018.10.26
289641318;M;495183410;2018.10.26
289775801;M;495183410;2018.10.26
290989110;M;495183410;2018.10.26
291627701;M;495183410;2018.10.26
294067210;M;495183410;2018.10.26
294851217;M;495183410;2018.10.26
296691116;M;495183410;2018.10.26
297431314;M;495183410;2018.10.26
299957217;M;495183410;2018.10.26
300058211;M;495183410;2018.10.26
301252300;M;495183410;2018.10.26
303306500;M;495183410;2018.10.26
307375212;M;495183410;2018.10.26
308361310;M;495183410;2018.10.26
308484013;M;495183410;2018.10.26
308782119;M;495183410;2018.10.26
309799112;M;495183410;2018.10.26
310130315;M;495183410;2018.10.26
315852418;M;495183410;2018.10.26
319644118;M;495183410;2018.10.26
322252305;M;495183410;2018.10.26
322585217;M;495183410;2018.10.26
323896316;M;495183410;2018.10.26
324896315;M;495183410;2018.10.26
327695607;M;495183410;2018.10.26
327973418;M;495183410;2018.10.26
329218606;M;495183410;2018.10.26
331202218;M;495183410;2018.10.26
332290113;M;495183410;2018.10.26
332703214;M;495183410;2018.10.26
332880319;M;495183410;2018.10.26
336473418;M;495183410;2018.10.26
337763411;M;495183410;2018.10.26
338076318;M;495183410;2018.10.26
