154473409,M,632200408,ktv
168183408,M,632200408,ktv
190083402,M,632200408,ktv
209334408,M,632200408,ktv
219173408,M,632200408,ktv
228334405,M,632200408,ktv
237114400,M,632200408,ktv
260293402,M,632200408,ktv
279414403,M,632200408,ktv
288773401,M,632200408,ktv
290514405,M,632200408,ktv
329173405,M,632200408,ktv
330114406,M,632200408,ktv
366973402,M,632200408,ktv
384114401,M,632200408,ktv
446824401,M,632200408,ktv
450304407,M,632200408,ktv
490514403,M,632200408,ktv
497334409,M,632200408,ktv
511514408,M,632200408,ktv
524904406,M,632200408,ktv
525873402,M,632200408,ktv
537773400,M,632200408,ktv
566383402,M,632200408,ktv
591583406,M,632200408,ktv
598414407,M,632200408,ktv
616434403,M,632200408,ktv
646573402,M,632200408,ktv
670293406,M,632200408,ktv
678224403,M,632200408,ktv
694673401,M,632200408,ktv
767934409,M,632200408,ktv
805673407,M,632200408,ktv
806904405,M,632200408,ktv
809014400,M,632200408,ktv
816293401,M,632200408,ktv
816363402,M,632200408,ktv
871963401,M,632200408,ktv
872114400,M,632200408,ktv
882193402,M,632200408,ktv
955014402,M,632200408,ktv
966283400,M,632200408,ktv
970473401,M,632200408,ktv
975183401,M,632200408,ktv
976973404,M,632200408,ktv
988773404,M,632200408,ktv
448744409,M,632200408,ktv
385154406,M,632200408,ktv
774254403,M,632200408,ktv
791254402,M,632200408,ktv
421554403,M,632200408,ktv
621554401,M,632200408,ktv
204554406,M,632200408,ktv
376654406,M,632200408,ktv
728654401,M,632200408,ktv
775654403,M,632200408,ktv
309064400,M,632200408,ktv
200264406,M,632200408,ktv
520364407,M,632200408,ktv
538164401,M,632200408,ktv
859164402,M,632200408,ktv
937264406,M,632200408,ktv
327464400,M,632200408,ktv
882464407,M,632200408,ktv
976464404,M,632200408,ktv
600664403,M,632200408,ktv
182964403,M,632200408,ktv
272964404,M,632200408,ktv
364074401,M,632200408,ktv
474074408,M,632200408,ktv
503474405,M,632200408,ktv
980474407,M,632200408,ktv
469574404,M,632200408,ktv
852874403,M,632200408,ktv
932874407,M,632200408,ktv
478384407,M,632200408,ktv
577784408,M,632200408,ktv
654294404,M,632200408,ktv
429394406,M,632200408,ktv
487594400,M,632200408,ktv
645794405,M,632200408,ktv
871894408,M,632200408,ktv
280994401,M,632200408,ktv
384005401,M,632200408,ktv
573205408,M,632200408,ktv
930405402,M,632200408,ktv
412505406,M,632200408,ktv
574505400,M,632200408,ktv
654805407,M,632200408,ktv
431215409,M,632200408,ktv
742615404,M,632200408,ktv
978615409,M,632200408,ktv
235025400,M,632200408,ktv
917025405,M,632200408,ktv
292325404,M,632200408,ktv
982325409,M,632200408,ktv
267425403,M,632200408,ktv
552725400,M,632200408,ktv
115135402,M,632200408,ktv
293135406,M,632200408,ktv
448035402,M,632200408,ktv
207435405,M,632200408,ktv
254435407,M,632200408,ktv
474435401,M,632200408,ktv
557435401,M,632200408,ktv
657435400,M,632200408,ktv
194535407,M,632200408,ktv
654535400,M,632200408,ktv
684635402,M,632200408,ktv
808835409,M,632200408,ktv
381935402,M,632200408,ktv
789145406,M,632200408,ktv
598345403,M,632200408,ktv
799445408,M,632200408,ktv
801445404,M,632200408,ktv
348545401,M,632200408,ktv
323645408,M,632200408,ktv
465745404,M,632200408,ktv
624845400,M,632200408,ktv
849845409,M,632200408,ktv
919055400,M,632200408,ktv
249155409,M,632200408,ktv
310255401,M,632200408,ktv
653455402,M,632200408,ktv
443386404,M,632200408,ktv
