U;857894018;CDA04721055060;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055059;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055058;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055057;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055056;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055055;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055054;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055053;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055052;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055051;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055050;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055049;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055048;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055047;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055046;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055045;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055044;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055043;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055042;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055041;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055040;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055039;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055038;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055037;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055036;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055035;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055034;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055033;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055032;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055031;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055030;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055029;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055028;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055027;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055026;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055025;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055024;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055023;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055022;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055021;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055020;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055019;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055018;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055017;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055016;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055015;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055014;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055013;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055012;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055011;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055010;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055009;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055008;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055007;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055006;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055005;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055004;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055003;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055002;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055001;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055000;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055124;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055123;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055122;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055121;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055120;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055119;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055118;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055117;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
U;857894018;CDA04721055116;.;VEIDEKKE HK;;OSLO;0278;4;SKABOS VEI;;;NOR;;;;;;;;;;;;;;ier;IER 19.09.2014;;;;
