B;102343605;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000137
B;104906409;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000018
B;109236604;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526018
B;112806401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000067
B;114431117;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3527019
B;114906407;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526018
B;117735902;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3527017
B;120806401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3543001
B;123254013;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3542002
B;123336018;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000012
B;123758013;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3527018
B;124906405;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526019
B;127445708;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000100
B;128691110;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3527018
B;134285709;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000091
B;139339402;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000617
B;148852015;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000443
B;157159401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000850
B;164806408;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526019
B;167942507;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526014
B;168771509;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3542003
B;170441604;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526014
B;173366402;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3528006
B;180806408;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000012
B;181727702;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000092
B;184806404;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000004
B;192173904;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526019
B;193806403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000069
B;200699502;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000002
B;204806400;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000015
B;205213606;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000017
B;208005017;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3542001
B;215596016;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526014
B;216317016;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3541011
B;225331602;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000134
B;230251019;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526015
B;230992505;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000032
B;233379809;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000032
B;235806403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3542003
B;238432017;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526019
B;244412011;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000537
B;244806402;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000026
B;244906400;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000004
B;252337019;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3525015
B;252806401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3528005
B;254806409;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526013
B;261455901;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3542002
B;262239403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000008
B;264806407;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000884
B;265806406;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000046
B;266162601;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3541003
B;272241019;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000877
B;272806407;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000018
B;274906403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3543001
B;277955019;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3541003
B;288885601;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3527016
B;290295609;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000479
B;297788010;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000391
B;302806401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000141
B;306237405;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000032
B;308154012;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000079
B;314806407;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000089
B;317119709;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000054
B;319422804;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000079
B;320215502;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3542003
B;322085606;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000879
B;325806404;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526018
B;332085604;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000004
B;333806404;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000883
B;334608403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000419
B;336878012;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3543002
B;339179608;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3541003
B;342137403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000012
B;344806401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3528006
B;354806408;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000026
B;373806405;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526019
B;376648507;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000092
B;379706401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000122
B;381727700;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3541001
B;383806403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526014
B;384906400;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000004
B;388734014;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3541003
B;393712609;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000086
B;393806401;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000049
B;394806400;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3542002
B;394906408;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000049
B;404806408;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526019
B;409093507;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000133
B;419967609;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000452
B;424906402;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000006
B;434798500;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000004
B;441806403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526018
B;447194010;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000645
B;451642607;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3541003
B;454342502;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000479
B;455605014;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000445
B;458227501;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000032
B;464906403;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;3526019
B;466793015;;NCC ROADS AS;;;STRÖMSUND;83385;;;650;;SWE;;;;;;;;;;;;;;AFL;AFL 28.02.2014;;;;61000026
