U;648564110;GSM04759960035;82016;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960956;82016;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960958;82017;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960979;82017;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960982;82018;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960985;82018;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960986;82019;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960988;82021;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759960991;82023;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961002;82023;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961043;82024;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961059;82025;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961132;82025;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961134;82028;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961135;82028;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961136;82029;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961138;82031;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961142;82031;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961144;82032;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961145;82032;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961147;82033;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961149;82033;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961150;82034;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961151;82034;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961152;82035;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961153;82035;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961154;82036;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961155;82036;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961158;82055;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961161;82055;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961162;82056;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961163;82056;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961164;82057;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961168;82057;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961174;82058;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961175;82058;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961176;82060;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961177;82060;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961178;82061;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961184;82061;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961185;82062;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961187;82066;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961188;82066;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961190;82067;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961191;82067;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961192;82068;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961193;82068;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961195;82069S;N;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961196;82069;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961197;82070;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961229;82070;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961230;82072;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961233;82072;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961234;82076;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961235;82076;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961236;82082;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961237;82082;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961238;82083;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961239;82083;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961240;82084;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961241;82084;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961242;82085;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961243;82085;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961244;82086;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961245;82086;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961247;82087;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961248;82087;VM;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
U;648564110;GSM04759961249;82090;SN;;KOPERVIK;4291;;;63;;NOR;;;;;;;;;;;;;;AFL;AFL 31.07.2014;;;;
