L;966273112;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;420373110;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;349173112;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;597273119;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;523006112;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;508273117;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;108173113;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;196273114;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;766273114;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;330373119;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
L;774273114;;ARBEIDS- OG VELFERDSETATEN;;;OSLO;0130;;;5;ST. OLAVS PLASS;NOR;;;;;;;;;;;;;;IER;IER 03.10.2014;;;;
