104402805;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
418855805;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
546065806;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
551340011;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
569188907;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
585855802;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
596065805;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
596178608;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
615195906;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
629591801;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
638091801;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
649587102;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
656598604;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
667855803;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
693402802;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
699605606;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
705065803;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
714942604;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
717574909;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
735091803;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
742402803;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
750502015;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
756065801;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
761955806;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
777065806;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
779171909;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
787855808;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
795065804;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
797065802;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
806669503;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
809639305;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
824065809;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
825214802;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
840036008;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
853664803;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
856006606;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
874855802;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
906855804;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
918146200;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
920402807;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
922891809;;KORFAK;Justering av Purregebyr ihht avtale;Justering av purregebyr;62;;;;;01-10-2012;1;NOBO;
