B;;GSM04795773144;BAUTAS AS - 11127;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04790828560;BAUTAS AS - 11127;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04795776910;BAUTAS AS - 11127;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04795022744;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04746637175;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04797038029;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792830212;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04791641105;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792046066;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04793433363;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04791846464;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04791634489;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04745275107;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792037688;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792892944;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792420120;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792668234;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04790637513;BAUTAS AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04799529569;BAUTAS AS - 11131;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04795242973;BAUTAS AS - 11131;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
