B;294881800;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;8000 PRODUKSJONSAVDELINGEN
B;717746804;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;8920 ANNONSEN PRINT
B;961561800;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;8920 ANNONSE PRINT
B;747746808;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;4040 FORLAG
B;575979703;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;2010 ALLERS REPORTASJE
B;960881803;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;2600
B;489979708;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;2010 ALLERS REPORTASJE
B;761561802;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;8920 ANNONSE PRINT
B;895979706;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;3300 D
B;123735805;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;8903 ABONNEMENT
B;729589705;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;8000 PRODUKSJONSAVDELINGEN
B;925654808;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;8920 ANNONSE PRINT
B;989979703;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;2600 SE OG HØR REDAKSJON
B;856730809;;ALLER MEDIA AS;;;OSLO;0614;;;351;ALNABRU;NOR;;;;;;;;;;;;;;IER;IER 03.03.2011;;;;22960
