L;106259708;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;107855603;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;118334408;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;122717606;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;126534403;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;128044500;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;129527602;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;131426603;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;131434409;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;131717605;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;132627605;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;132839606;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;133800508;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;139527600;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987;;
L;140434408;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;141974600;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;145700803;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;147834402;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;148534407;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;150999704;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;151775608;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;152717609;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;157834409;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;159523604;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;162717607;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;164434409;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;165428707;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;168527604;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;169813607;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;170434401;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;178434403;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;178527602;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;178922605;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;179617600;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;183428705;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;183934405;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;186534400;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;186617601;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;186652608;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;187834403;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;188527600;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
L;189328701;;STAVANGER AFTENBLAD AS;;;STAVANGER;4013;2;NYKIRKEBAKKEN;;;NOR;;;;;;;;;;;;;;MHN;MHN 26.05.2010;;990412987
