U;;GSM04764971499;ADMINISTRASJON;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04764971000;ADMINISTRASJON;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146992;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146993;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146994;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146990;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146991;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146995;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146996;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146997;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146998;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04738146999;EKSPANSJONSKONTORET KRISTIANSAND;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828620;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828621;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828622;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828623;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828624;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828625;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828626;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828627;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
U;;GSM04773828628;EKSPANSJONSKONTORET TRONDHEIM;;;NETCOM;0000;;;;;NOR;;;;;;;;;;WAITING;;;;KSSK;RVH 01.11.2005;Y
