B,105218002,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,143605400,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,157318403,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,205218001,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,222314304,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,276218005,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,302237300,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,305218000,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,305760506,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,325112506,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,337630503,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,342939006,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,351794409,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,389199407,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,394218002,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,402188304,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006,,,,
B,405218009,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,415417401,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,420675001,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,425803509,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,505238402,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,518228309,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,534053400,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,576271308,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,580770501,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,588675009,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,594218000,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,625994306,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,647225408,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,656105400,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,660973405,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,663988301,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,679294405,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,694218009,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,778046409,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,782887301,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,800278400,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,815560503,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,866598204,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,871794400,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,871851507,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,879540508,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,890782501,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,894218007,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,917045403,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,934814500,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,938397304,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,975337403,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,975575101,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,980000400,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
B,994218006,,,,,OSLO,0244,48,HENRIK IBSENS GATE,,,NOR,,,,,,,,,,,,,,RVH,RVH 27.04.2006
