B;427313507;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOBJASH-O200040510
B;766113500;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOSTWAA-O111042601
B;220988505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOBJSON-O200142005
B;796113504;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOJERON-O118240501
B;972903504;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOJAZIN-O119341501
B;612013508;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOGRENE-O254242601
B;188903504;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;
B;588876706;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;02100140527
B;730013505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOHELIL-O192042001
B;483903506;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOELTHO-O200140511
B;638598607;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;0212742000
B;617313507;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOVEMON-O200140520
B;401013503;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOUNSVE-O200140516
B;116903501;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOBJTIS-O200040511
B;491013504;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOTRSUN-O123542001
B;966113508;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOSVERI-O110842601
B;153903505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOTOBER-O205042501
B;407113505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;
B;837602606;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOSVLAR-O191142001
B;876313503;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOJAKAR-O129542001
B;186113502;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOPENAR-O115042001
B;849903505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOPANIK-O210040501
B;281013508;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOAUSUN-O193040502
B;792903502;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NORUAAM-O210640501
B;150637601;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOHAHAU-O114240501
B;633235502;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOKAHAF-O220640501
B;727652604;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOANHVE-O200140527
B;509903506;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOPEHOL2-O200142008
B;342013505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOSUMAX-O250242601
B;288903503;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;
B;817313505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOVEMON-O200140523
B;919903500;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOKNHER-O170640501
B;415903509;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOELNYE-O252442601
B;417313509;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOVEMON-O200040512
B;530013507;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOERARO-O172742001
B;647903509;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOBJPER-O200140519
B;209513506;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOELRUG-O109041001
B;388513509;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOGEBJO-O123342001
B;581013505;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NORUNYH-O123842001
B;403608508;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOKJJOH-O192340502
B;796313500;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOJEKOB-O124442001
B;314376500;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOTRSNE-321602
B;894501600;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOROMIC-O131140501
B;848903506;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOEVJAC-O200140529
B;463013508;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NORABRA-O146242501
B;265903500;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOKJGRO-O200042003
B;429888605;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOERARO-O170040501
B;863903506;;ABB AS, FAKTURAMOTTAK;;;BILLINGSTAD;1376;;;113;;NOR;;;;;;;;;;;;;;tjp;TJP 25.07.2011;;982085160;;NOKAVET-O200142001
