B,420992505,,IKT AVD 61000003 Kjell Burvang,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,NCC ROADS AS
B,104906409,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,112806401,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,114906407,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,120806401,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,121806400,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,124906405,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,128456407,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,131806408,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,133366401,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,134806405,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,139339402,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,145934501,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,147237408,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,157159401,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,164806408,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006,,,,
B,164906406,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,167942507,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,168771509,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,169700507,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,172366403,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,172806408,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,173366402,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,173806407,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,174806406,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,174906404,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,179570502,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,180806408,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,183806405,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,184806404,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,193366408,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,193806403,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
B,194806402,,NCC ROADS AS,,,MALMÖ,S20213,,,50311,,SEM,,,,,,,,,,,,,,KHL,KHL 27.04.2006
