B;551475601;;KRAKK KJELL SIGURD;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;269146403;;RAMIRENT AS - 13460;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;909429201;;RAMIRENT AS - 12834;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;100782408;;RAMIRENT AS - 11133;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;762279909;;RAMIRENT AS;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;664859501;;RAMIRENT AS - 13453;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;662386507;;RAMIRENT AS - 13452;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;528645906;;RAMIRENT AS - 11157;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;784535502;;RAMIRENT AS - 13155;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;815199500;;RAMIRENT AS - 13453;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;806598405;;BAKKER HARALD;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;387668205;;RAMIRENT AS - 13153;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;182299503;;RAMIRENT AS - 13453;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;298832502;;RAMIRENT AS - 11133;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;833286602;;RAMIRENT AS - 13155;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK;
B;463653501;;RAMIRENT AS - 12834;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;195429204;;RAMIRENT AS - 12834;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;766985709;;RAMIRENT AS - 14003;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;688739408;;RAMIRENT AS - 14505;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;341368207;;RAMIRENT AS - 13460;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;273729202;;RAMIRENT AS - 13453;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;629429200;;RAMIRENT AS - 13456;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;832539209;;RAMIRENT AS - 11143;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;319429205;;RAMIRENT AS - 11161;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;235542701;;RAMIRENT AS - 13444;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;414513903;;RAMIRENT AS - 13453;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;826980708;;RAMIRENT AS - 13444;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;419429204;;RAMIRENT AS - 11133;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;380813808;;RAMIRENT AS - 11694;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
B;282299502;;RAMIRENT AS - 13453;;;MO I RANA;8608;;;4990;VIKA;NOR;;;;;;;;;;;;;;HAA;HAA 07.02.2012;;;FAKTURAMOTTAK
