L;107658403;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;411114606;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;418429502;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;623742608;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;205421506;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;499176709;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;285919502;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;901809707;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;622019602;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;553504606;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;541575601;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;657219705;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;246873608;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;750675605;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;600622609;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010;;;;
L;603976408;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;243029501;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;493038400;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;123976409;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;498676402;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;105547509;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;398519603;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;638578609;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;642473607;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;930319603;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;782436604;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;568954507;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;698419603;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;716676408;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;571518505;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;667386700;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;293563607;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;681329504;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;265827402;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;524233707;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;126449602;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;228827408;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;876214800;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;982044604;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;176976405;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;957776404;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;112027602;;ODFJELL DRILLING AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;390873602;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;771531506;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;928596600;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;415698604;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;632019600;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;222889503;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;189332802;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;350841805;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;827921701;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;102403508;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;544601701;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;531206605;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;742976400;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;900850603;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;836628404;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;205676406;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;546659400;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;844181503;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;686859505;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
L;355721606;;ODFJELL OFFSHORE AS;;;BERGEN;5863;;;33;KOKSTAD;NOR;;;;;;;;;;;;;;LCE;LCE 17.12.2010
