B;;GSM04740103242;RAMIRENT AS - 11133;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04793446009;RAMIRENT AS - 11133;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04790833088;RAMIRENT AS - 13455;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04740623392;RAMIRENT AS - 14510;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792612023;RAMIRENT AS - 12116;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04795894724;RAMIRENT AS - 13454;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792253612;RAMIRENT AS - 13744;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04792037220;RAMIRENT AS - 13451;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04791641105;RAMIRENT AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04793038540;RAMIRENT AS - 14512;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04740451406;RAMIRENT AS - 14166;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04791699937;RAMIRENT AS - 14166;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04795894737;RAMIRENT AS - 13445;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04790047100;RAMIRENT AS - 13451;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04740499053;RAMIRENT AS - 11640;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008;;;;
B;;GSM04791701332;RAMIRENT AS - 13447;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04793462932;RAMIRENT AS - 13453;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792606222;RAMIRENT AS - 13461;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04793205481;RAMIRENT AS - 11175;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04795894740;RAMIRENT AS - 13444;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04741522443;RAMIRENT AS - 11640;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792499907;RAMIRENT AS - 11175;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04740103886;RAMIRENT AS - 11175;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04745212939;RAMIRENT AS - 11148;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04746610104;RAMIRENT AS - 11175;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04745862695;RAMIRENT AS - 13458;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792814969;RAMIRENT AS - 13447;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04791602246;RAMIRENT AS - 11152;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04740452468;RAMIRENT AS - 13453;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04791701320;RAMIRENT AS - 12872;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792472119;RAMIRENT AS - 12872;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792485376;RAMIRENT AS - 14474;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04745398291;RAMIRENT AS - 11923;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04793469599;RAMIRENT AS - 13490;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04795775382;RAMIRENT AS - 13490;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792830212;RAMIRENT AS - 11128;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04790874333;RAMIRENT AS - 12870;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04745265326;RAMIRENT AS - 14506;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04790062922;RAMIRENT AS - 11152;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792481790;RAMIRENT AS - 12150;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04791701309;RAMIRENT AS - 13448;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
B;;GSM04792293909;RAMIRENT AS - 14505;;;RYGGE;1581;;;14;;NOR;;;;;;;;;;;;;;RKE;RKE 13.10.2008
