GSM04741360838;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04745507376;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04790831424;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254204;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254207;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254209;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254210;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254254;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254397;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254426;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262881;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262880;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262879;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262878;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262876;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262862;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262861;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262886;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262883;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798262882;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254311;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254312;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254323;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254336;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04792485028;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254295;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254289;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254229;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254212;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
GSM04798254486;CON42;ADD;27.12.2013;;TJP 27.12.13;Alle skal minimum ha Small;;
