354637019;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;9.55;;;;;KASO2506 20.08.14;1;KASO2506;;
761371111;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;29.62;;;;;KASO2506 20.08.14;1;KASO2506;;
887637015;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;5.93;;;;;KASO2506 20.08.14;1;KASO2506;;
938872116;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;19.77;;;;;KASO2506 20.08.14;1;KASO2506;;
110540119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
116637018;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
117637017;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
126637016;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;128;;;;;KASO2506 20.08.14;1;KASO2506;;
156637019;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
198637019;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
215637018;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
229637012;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
246637011;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
309637015;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
319637013;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
354469017;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;128;;;;;KASO2506 20.08.14;1;KASO2506;;
354637019;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;191;;;;;KASO2506 20.08.14;1;KASO2506;;
355637018;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
361371115;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
422961110;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
429637010;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;63;;;;;KASO2506 20.08.14;1;KASO2506;;
461371114;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;128;;;;;KASO2506 20.08.14;1;KASO2506;;
498637016;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
588637017;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
650320112;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
717637011;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
719637019;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
725637011;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
738637016;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
751371113;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
760320119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
761371111;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;128;;;;;KASO2506 20.08.14;1;KASO2506;;
778637017;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
799037015;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;189;;;;;KASO2506 20.08.14;1;KASO2506;;
817637010;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;127;;;;;KASO2506 20.08.14;1;KASO2506;;
887637015;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;63;;;;;KASO2506 20.08.14;1;KASO2506;;
889220117;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;189;;;;;KASO2506 20.08.14;1;KASO2506;;
915637011;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
938872116;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;192;;;;;KASO2506 20.08.14;1;KASO2506;;
950320119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;189;;;;;KASO2506 20.08.14;1;KASO2506;;
957637010;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
958637019;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
975637018;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
977637016;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;127;;;;;KASO2506 20.08.14;1;KASO2506;;
999191117;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
110540119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;172.5;;;;;KASO2506 20.08.14;1;KASO2506;;
304452113;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;210;;;;;KASO2506 20.08.14;1;KASO2506;;
361371115;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
367390119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
373901115;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
422961110;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
429637010;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
461371114;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
540541117;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
622961118;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
650320112;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;172.5;;;;;KASO2506 20.08.14;1;KASO2506;;
651371114;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
661371112;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
715222113;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;210;;;;;KASO2506 20.08.14;1;KASO2506;;
751371113;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
760320119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
761301118;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
761371111;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
799037015;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
829774116;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;123.75;;;;;KASO2506 20.08.14;1;KASO2506;;
851371112;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
873901110;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
889220117;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;296.25;;;;;KASO2506 20.08.14;1;KASO2506;;
904702115;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;210;;;;;KASO2506 20.08.14;1;KASO2506;;
950320119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;86.25;;;;;KASO2506 20.08.14;1;KASO2506;;
951371111;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;172.5;;;;;KASO2506 20.08.14;1;KASO2506;;
999191117;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;210;;;;;KASO2506 20.08.14;1;KASO2506;;
192437010;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;11.81;;;;;KASO2506 20.08.14;1;KASO2506;;
337437016;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;12.03;;;;;KASO2506 20.08.14;1;KASO2506;;
357651116;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;10.29;;;;;KASO2506 20.08.14;1;KASO2506;;
360537013;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;15.81;;;;;KASO2506 20.08.14;1;KASO2506;;
384437018;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;5.17;;;;;KASO2506 20.08.14;1;KASO2506;;
387651110;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;14.27;;;;;KASO2506 20.08.14;1;KASO2506;;
543437016;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;34.69;;;;;KASO2506 20.08.14;1;KASO2506;;
608651113;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;4.41;;;;;KASO2506 20.08.14;1;KASO2506;;
670537018;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;72.08;;;;;KASO2506 20.08.14;1;KASO2506;;
847651114;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;4.41;;;;;KASO2506 20.08.14;1;KASO2506;;
867651119;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;9.46;;;;;KASO2506 20.08.14;1;KASO2506;;
124032111;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
124682113;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
192437010;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
202891115;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
204032114;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
214032112;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
282671114;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;128;;;;;KASO2506 20.08.14;1;KASO2506;;
337437016;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;63;;;;;KASO2506 20.08.14;1;KASO2506;;
357651116;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;128;;;;;KASO2506 20.08.14;1;KASO2506;;
360537013;;KORFAK;Justering fakturagebyr OK SF;Justering fakturagebyr;64;;;;;KASO2506 20.08.14;1;KASO2506;;
