L;145554010;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;LEDIGE NUMMER
L;491103016;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9033
L;142117019;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9184
L;856912019;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9208
L;645472010;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9109
L;325902013;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9232
L;653642017;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9147
L;568503015;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9004
L;355722018;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;
L;176912012;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9203
L;494802010;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9234
L;291037018;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9108
L;651252017;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9117
L;128772019;;CHRISTIANIA TAXI AS;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9228
L;711722017;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9163
L;473572014;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9098
L;173802018;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9243
L;660242017;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9154
L;257912014;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9193
L;382802015;;CHRISTIANIA TAXI AS;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9800
L;501032015;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9157
L;186912010;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9201
L;177592011;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9080
L;736530908;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9169
L;914692017;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9063
L;305692014;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9047
L;166912014;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9207
L;698912011;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9177
L;684692015;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9052
L;576017016;;CHRISTIANIA TAXI;;;Oslo;0682;1;LÅVEVEIEN;;;NOR;A;;;;;;;;;;;;;TOPE8938;TJP 27.03.2013;;990090793;;9252
