GSM04798200344;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200345;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200346;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200347;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200348;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200349;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200350;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200351;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200352;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200353;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200354;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200355;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200356;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200359;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200360;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200361;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200363;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200366;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200368;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200369;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200370;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200371;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200372;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200373;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200374;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200376;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200377;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200378;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200379;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200380;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200381;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200382;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200383;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200384;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200385;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200386;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200387;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200388;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200389;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200390;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200392;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200393;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200395;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200396;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200397;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200398;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200399;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200400;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200401;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200402;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200403;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200406;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200407;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200409;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200410;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200411;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
GSM04798200412;PSTE;PSTE24NY1;;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP21.07.11
