GSM04748232240;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740617280;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04792227162;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745419828;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745418408;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745414335;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745402059;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745298773;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745258730;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745487629;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745489676;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745491043;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745502651;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745281921;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740491585;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740492384;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740602361;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740605405;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740606517;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04745245977;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740477741;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
GSM04740452764;PSTE;PSTE24BE1;PSTEREG1;R;;F369;17;BYT5;Konvertering;Y;OBM;N
