GSM04798201363;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201361;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201358;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201354;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201353;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201351;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201350;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201347;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201345;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201344;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201342;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201341;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201339;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201334;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201330;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201329;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201328;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201327;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201325;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201321;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSN04798201316;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201315;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201314;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201313;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201311;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201310;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201309;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201308;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201307;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201306;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201305;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201303;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201302;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201299;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201297;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201296;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201295;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201294;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201293;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201291;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201289;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201288;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201287;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201286;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201285;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201284;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201282;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201280;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201279;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
GSM04798201277;PSTE;PSTE24NY1;PSTEREG1;N;;CENC;A;KON6;Oppgradering av løyvenr da de tar ut nye telefoner hos Cencom;Y;TJP20.05.11
