GSM04741515088;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04741513869;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04741511779;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04741510867;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04741416940;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04741415304;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04741404630;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04741335340;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04741222711;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04741145749;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04740640767;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04740475443;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04740407130;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04740406399;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04740406398;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010;;
GSM04740290869;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04740224991;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04740065908;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04740037597;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04790169087;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04790160815;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04790156434;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04790150456;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04790116747;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
GSM04790115628;KSSK;AFL;PSTC;000000000;K;KON6;skal ha TB;Y;MCTBFREE;28604;ALCAT;;;;;;AFL 08.06.2010
