CDA04721568000;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568001;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568002;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568003;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568004;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568005;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568006;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568007;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568008;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568009;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568010;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568011;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568012;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568013;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568014;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568015;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568016;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568017;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568018;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568019;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568020;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568021;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568022;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568023;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568024;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568025;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568026;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568027;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568028;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568029;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568030;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568031;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568032;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568033;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568034;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568035;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568036;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568037;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568038;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568039;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568040;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568041;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568042;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568043;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568044;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568045;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568046;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568047;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568048;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568049;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568050;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568051;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568052;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568053;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568054;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568055;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568056;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568057;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568058;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568059;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568060;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568061;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568062;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568063;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568064;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568065;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568066;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568067;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568068;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568069;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568070;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568071;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568072;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568073;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
CDA04721568074;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 02.12.2005;;C-VPN;VPN;16496
