GSM04740013317;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740013465;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740102841;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740102866;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740103398;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740104981;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740108105;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740108119;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740108364;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740451284;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740451713;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740455676;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740457416;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740457418;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740457689;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740457948;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740458467;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740461855;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740461860;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740463654;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740464544;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740464960;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740467925;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740467938;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740469083;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740472385;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740472443;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740474643;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740475467;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740477936;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740478817;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740479203;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740479872;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740483272;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740484567;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740490360;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740490410;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740490619;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740492198;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740492503;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740492629;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740492832;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740493593;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740494781;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740495476;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740495806;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740497435;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740498128;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740554803;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740555334;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740555387;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740556320;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740556482;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740557872;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740601443;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740601955;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740602251;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740602614;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740604405;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740605651;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740607795;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740608179;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740608375;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740608869;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740609127;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740609534;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740610746;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740610859;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740611706;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740611874;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740612112;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740613348;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740613725;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740613877;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
GSM04740614620;PSDH;000000000;Telemetri;;;KSSK;AON;K6;Endres til M2M etter avtale;;KSSK AON;
