236980900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
467980900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
439980905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
401090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
958980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
955980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
801090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
331090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
959980905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
827980905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
610090904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
396980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
100090901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
342090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
436980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
796980902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
568980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
142090901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
802090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
301090908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
267980902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
452090905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
901090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
869980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
870090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
448980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
836980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
255980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
839980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
237980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
240090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
512090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
412090904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
410090906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
302090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
212090906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
942090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
821090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
930090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
888980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
138980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
642090906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
265980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
720090901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
398980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
758980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
655980902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
877980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
578980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
250090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
252090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
552090904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
542090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
