573583507;PBX04722587001;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587002;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587003;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587004;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587005;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587006;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587007;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587008;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587009;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587010;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587011;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587012;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587013;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587014;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587015;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587016;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587017;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587018;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587019;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587020;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587021;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587022;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587023;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587024;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587025;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587026;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587027;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587028;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
573583507;PBX04722587029;PBFB;CUGPBXFOX;;KOTER;;;;;;;Y;KONE;AS;;N;;R;OSLO;0884;NOR;KJELSÅSVEIEN;172;D;;;;;;;GSC 09.03.2006
