GSM04740400328;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04741920121;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04745201430;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04746413321;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04746442108;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04746448435;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04747908879;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04748020024;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04790053213;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04790543879;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04790562376;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04790703553;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04790716282;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791311615;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791327787;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791370599;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791668684;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791680817;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791681062;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791691915;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791791751;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791880207;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04791893789;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792025643;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792035275;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792272211;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792455290;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792614258;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792615342;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792616203;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792616581;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792630315;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04792895428;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793011420;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793085835;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242425;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242426;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242427;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242428;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242429;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242430;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242431;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242432;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242434;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242435;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242436;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242437;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242438;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242439;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
GSM04793242440;PSTE;PSTE24BR1;;N;;KSSK;A;KON2;Ref Salesforce og KAM Lars Erik Ness;Y;BIE 20.12.2012;Y;;;
