;612254201;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;427385000;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;469902209;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;146639000;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;404029001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;516639002;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;764945200;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;339832305;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;179455308;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;180156309;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;200679306;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;373089309;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;413529207;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;428260400;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;436639009;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;465307007;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;532057304;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;604919001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;646639005;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;756639001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;791918006;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;857385009;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;867385007;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;936639004;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;946639002;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;947385001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;673040200;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;163990401;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;354055204;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;858500309;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;329378301;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;479749301;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;527333306;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;659943203;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;344004205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;567490305;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;111300307;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;298318205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;493529200;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;259832301;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;460050404;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;738975309;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;303049001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;914429006;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;992472209;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;110252400;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;130185309;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;142809003;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;149749202;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;160304200;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;181918004;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;182806208;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;191349208;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;198519001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;215629205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;218173201;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;247639008;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;254533409;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;266639004;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;310800404;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;310993209;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;332869205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;336639000;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;343349205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;376333308;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;447639006;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;511937005;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;513485300;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;515061208;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;517739009;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;518307004;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;632809000;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;636786204;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;667385009;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;722809001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;732809009;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;852019009;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;934945205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;937639003;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;955008206;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;964314207;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;977909001;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;606119006;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;771397205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;670119007;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;829577204;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;902752203;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;630233401;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;808111207;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;811259209;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;231465006;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;397344201;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;529535304;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;622809002;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;455563205;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;657267308;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;835999301;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;114686207;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;116174202;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;117739003;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;252146303;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;298282203;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;836686303;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;859902207;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;921639209;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;563991306;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;601489206;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;371356304;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
;863919007;CANCEL;KS99;;Cancel due to no activity last 6 months.;thg
