101694503;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
102698404;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
104041603;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
104216601;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
106967607;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
107477606;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
109373506;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
109943605;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
111507604;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
118221605;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
125095604;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
135235604;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
142795608;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
142838408;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
143213601;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
143762607;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
147453401;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
148066608;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
148876501;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
154305403;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
156948606;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
158663609;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
161517008;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
162742605;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
163907603;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
164227605;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
173578600;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
173716606;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
176152502;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
176499200;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
176621605;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
177317609;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
183588607;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
184194504;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
191435502;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
192177509;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
192309409;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
194076600;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
194787602;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
195213509;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
195527601;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
196898506;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
197207301;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
200528602;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
201236601;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
207285602;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
211857603;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
212205303;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
219157500;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
223439506;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
223878604;;CRDPAY;CRDPAY;59;;Kortbetalingsgebyr;;;;;;NIS;;11.03.2009
