CDA04733361400;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361401;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361402;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361403;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361404;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361405;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361406;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361407;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361408;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361409;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361410;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361411;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361412;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361413;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361414;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361415;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361416;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361417;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361418;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361419;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361420;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361421;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
CDA04733361422;MCPBXCDA;ADD;CUG;CUG;EIVA;MAY 31.03.2009;;C-VPN;VPN;26059
