GSM04792694493;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792215689;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792023515;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792281339;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04795175303;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792407786;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04798865442;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792044782;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792260250;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04740861342;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04793062101;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792684487;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04794415729;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792817224;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04793448335;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04791830705;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04748303154;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792630857;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04798640146;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04745202523;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04799295197;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04740461193;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792661543;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792846114;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04745412629;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04745413882;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792400242;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04793032888;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792407590;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04793289096;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04792094153;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04793423499;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04745456445;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04793458343;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04790295227;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04795946221;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
GSM04745270708;RESUME;;Gjenåpner kunde for å legge inn manglende tjeneste HINT;PR;;;;1
