GSM04741436969;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741436970;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741437006;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741437025;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741437038;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741437043;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741479077;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741479086;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741479087;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741479091;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741479093;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741479107;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741479163;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741520110;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741548356;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741642392;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741658862;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04741658941;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04745002341;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748057953;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748057954;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748057956;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072331;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072332;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072335;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072336;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072340;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072342;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072348;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072384;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072390;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072396;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072397;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072398;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072401;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072402;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748072405;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748209041;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04748294180;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790056502;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790074204;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790101332;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790105844;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790148706;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790186107;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790191594;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790501695;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790534808;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790542408;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790546515;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790552484;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790553622;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790581087;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790586006;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790588115;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790790223;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790825358;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790849612;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790849613;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790888922;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790893955;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790920865;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790972595;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790974237;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790974249;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790982611;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04790990476;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791169004;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791339047;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791387029;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791573548;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791574815;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791621239;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791683514;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791691567;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791700864;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791716324;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
