GSM04741210129;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04741458891;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04741473424;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04741562421;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04741694256;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04747012150;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04747068850;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04747606566;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04747640620;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04748184408;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790013036;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790020273;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790025116;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790086698;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790138939;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790171567;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790560803;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790820758;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790856161;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790871886;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790929519;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04790986304;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04791116112;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04791132282;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04791162121;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04791169708;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04791385406;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792033345;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792051307;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792053612;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792067817;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792214080;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792257214;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792263674;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792265981;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792404451;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792411705;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792431070;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792442889;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792458672;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792499521;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792615901;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792655312;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792656148;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792657229;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792658707;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792862847;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04792863075;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04793013528;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
