GSM04793233564;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04740292290;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04740408915;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04740825797;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741026092;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741220287;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741225163;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741270555;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741274181;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741447454;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741449048;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741637919;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04741647600;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04745456991;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04745608684;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04747635680;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04748036474;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04748039549;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04748252106;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04748291904;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790022376;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790022455;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790024665;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790041232;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790058379;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790069756;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790070910;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790083125;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790084710;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790097932;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790139624;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790148302;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790502019;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790519032;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790550160;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790555704;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790562185;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790568917;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790574036;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790585425;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790590424;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
GSM04790621683;PSTB;PSTB24OP;PSTBREG1;R;;KSSK;96;KON2;Registrerer bindingstid ihht avtale - RVH (03/01/2005);Y;;;;IN_PROGRESS;;1;RVH 03.01.2005;Y
