104501408,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
108306002,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
113959100,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
115162406,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
117005405,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
119944205,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
120060405,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
125181503,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
134953405,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
135221406,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
136856408,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
139843502,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
147533509,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
149696403,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
155704208,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
157103508,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV,
158359406,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
171866304,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
176433506,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
182166306,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
182599407,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
185433505,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
186744207,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
193718400,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
194343406,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
196407407,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
196748404,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
206336208,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
208881508,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
210281507,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
213088107,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
217379403,,KORFAK,"KAV Justering ifbm test eFakturakampanje i regi av Dialog, ok Brenli",eFakturakampanje,100.00,,,,,19.04.06,1,KAV
