GSM04793444667,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04798210601,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04798210602,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04795081191,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04791685295,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790756581,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04791310004,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790962230,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790604039,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790544441,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04795806348,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04795839602,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04799529308,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04799529309,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790186910,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04798210612,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSN04790851267,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851253,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851247,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851250,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851239,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851203,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577476,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851262,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577471,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851249,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851260,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577472,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851238,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577490,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851240,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851261,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577488,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577464,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790163268,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04795806351,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04797115643,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04791156202,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790614825,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577467,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04797759549,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04795234129,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741620469,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790784356,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790851264,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577474,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04790962294,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04797734717,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04791674459,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04791342424,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04741577419,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
GSM04791373482,PSTB,PSTB24OP,,R,,F199,ON,BYT5,"Oppgradering, ref khl",Y,HVI 27.04.2006
